date,close
6/20/2022,21027.29531
6/27/2022,19297.07608
7/4/2022,20860.44939
7/11/2022,20779.34454
7/18/2022,22609.16477
7/25/2022,23336.8956
8/1/2022,23175.89085
8/8/2022,24319.33392
8/15/2022,21534.12123
8/22/2022,19616.81498
8/29/2022,19986.71384
9/5/2022,21769.25634
9/12/2022,19419.50619
9/19/2022,18802.09798
9/26/2022,19044.10727
10/3/2022,19446.42619
10/10/2022,19268.0928
10/17/2022,19567.0074
10/24/2022,20635.60375
10/31/2022,20926.48597
11/7/2022,16353.36572
11/14/2022,16291.83247
11/21/2022,16444.62683
11/28/2022,17130.48595
12/5/2022,17104.19281
12/12/2022,16757.9774
12/19/2022,16841.98705
12/26/2022,16625.08055
1/2/2023,17091.14445
1/9/2023,20880.7992
1/16/2023,22720.41563
1/23/2023,23774.56592
1/30/2023,22955.66602
2/6/2023,21788.20399
2/13/2023,24327.64167
2/20/2023,23561.21291
2/27/2023,22435.5142
3/6/2023,22163.94995
3/13/2023,28038.67495
3/20/2023,27994.32951
3/27/2023,28199.30838
4/3/2023,28333.05005
4/10/2023,30315.35546
4/17/2023,27591.38463
4/24/2023,29268.80704
5/1/2023,28454.97829
5/8/2023,26930.63785
5/15/2023,26753.82564
5/22/2023,28085.64736
5/29/2023,27119.06719
6/5/2023,25940.16808
6/12/2023,26336.213
6/19/2023,30480.26161
6/26/2023,30620.77026
7/3/2023,30171.23357
7/10/2023,30249.13281
7/17/2023,30084.53924
7/24/2023,29275.30795
7/31/2023,29041.85617
8/7/2023,29282.91438
8/14/2023,26189.58467
8/21/2023,26089.69347
8/28/2023,25969.56735
9/4/2023,25832.22625
9/11/2023,26534.18752
9/18/2023,26256.82579
9/25/2023,27983.75038
10/2/2023,27935.08958
10/9/2023,27159.65292
10/16/2023,29993.89652
10/23/2023,34538.48209
10/30/2023,35049.35592
11/6/2023,37054.52014
11/13/2023,37386.54777
11/20/2023,37479.12229
11/27/2023,39978.39182
12/4/2023,43779.69729
12/11/2023,41364.66592
12/18/2023,43016.11762
12/25/2023,42265.18565
1/1/2024,43943.09723
1/8/2024,41796.26961
1/15/2024,41545.78351
1/22/2024,42035.59437
1/29/2024,42583.58292
2/5/2024,48293.91675
2/12/2024,52122.54546
2/19/2024,51733.2366
2/26/2024,63167.37036
3/4/2024,69019.78636
3/11/2024,68390.6228
3/18/2024,67234.17235
3/25/2024,71333.64793
4/1/2024,69362.55128
4/8/2024,65738.72389
4/15/2024,64926.64321
4/22/2024,63113.23168
4/29/2024,64031.13281
5/6/2024,61448.39467
5/13/2024,66278.37008
5/20/2024,68518.08997
5/27/2024,67751.60258
6/3/2024,69647.993
6/10/2024,66639.04654
6/17/2024,63180.79821
6/24/2024,62678.29208
7/1/2024,55849.11064
7/8/2024,60787.79237
7/15/2024,68154.52291
7/22/2024,68255.86577
7/29/2024,58116.97696
8/5/2024,58719.48317
8/12/2024,58483.96498
8/19/2024,64333.54418
8/26/2024,57325.48769
9/2/2024,54841.56635
9/9/2024,59182.83533
9/16/2024,63648.70989
9/23/2024,65635.30815
9/30/2024,62818.95448
10/7/2024,62851.37492
10/14/2024,69001.70662
10/21/2024,67929.2988
10/28/2024,68741.11549
